"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"LDHC",0.131278438108345,7.13512020922039,2.62690813026845,0.00941411016572565,0.0144196663355458,-3.89750079159943,"Not Sig"
"USP34",0.14772995812497,8.05124570745615,2.62633459375618,0.00942934885821988,0.0144414631839482,-3.89894938919975,"Not Sig"
"SNX29",-0.171130430733142,7.03316187104653,-2.6262402846521,0.00943185674690695,0.0144437596691915,-3.89918756052567,"Not Sig"
"KRT23",0.329341011233906,7.14195239910144,2.6256788910841,0.00944679787544122,0.0144650936465624,-3.90060515943134,"Not Sig"
"GPRC5C",-0.231905665591924,11.2359677730945,-2.62540569624493,0.00945407648202552,0.0144746913364032,-3.90129491446815,"Not Sig"
"TLR6",0.133601030749019,7.19044976462805,2.62504701292954,0.00946364038186615,0.0144877855055012,-3.90220040819207,"Not Sig"
"KCNJ18",0.0965648936546337,6.95178411056227,2.62469772033801,0.00947296225472437,0.0145005063988904,-3.9030820856149,"Not Sig"
"C14orf1",0.0857069931762346,6.86468916073064,2.62419597027463,0.00948636735125015,0.0145194742008929,-3.90434840410971,"Not Sig"
"CCRL2",-0.116065922187952,6.91697129342329,-2.62413370336305,0.00948803210649994,0.0145204705482849,-3.90450553800128,"Not Sig"
"RRN3P3",-0.122222890528388,6.90812275695123,-2.62350062982252,0.00950497275867978,0.0145448423955738,-3.90610293813739,"Not Sig"
"ACAT2",0.33967806720965,10.5556599853901,2.62333672848547,0.00950936308883429,0.0145500061447894,-3.90651644365639,"Not Sig"
"TELO2",0.163424896367157,7.54206368699576,2.62312984556336,0.00951490734686683,0.0145569341945283,-3.90703835314544,"Not Sig"
"WDTC1",-0.0706678524939637,6.94101259796649,-2.62254603858848,0.00953056848467323,0.0145793370080075,-3.90851093536697,"Not Sig"
"COG3",-0.214439933481422,8.49252308654333,-2.62110693740328,0.0095692727389278,0.0146369813583578,-3.91213960425309,"Not Sig"
"DIO1",-0.508932800201684,11.1190025934752,-2.62004532437592,0.00959791511660253,0.0146792245824985,-3.91481526751091,"Not Sig"
"RGS17",-0.0759160279645616,7.00573673196113,-2.6196267366402,0.00960922981938961,0.0146949603569419,-3.91586999127775,"Not Sig"
"TMSB10",0.310924264335519,13.2520307710537,2.6191692464604,0.00962160980271148,0.0147112041413975,-3.91702256077131,"Not Sig"
"LZTS1",0.138617940082905,6.8210239620802,2.61915830531033,0.00962190605296459,0.0147112041413975,-3.91705012288689,"Not Sig"
"STIM2",-0.100416148272174,7.50632447901278,-2.61890020862145,0.0096288968400118,0.0147203212124548,-3.91770026973508,"Not Sig"
"LITAF",0.295702059088038,11.1423914705001,2.61802446092336,0.00965265133823894,0.0147550613786122,-3.91990584270176,"Not Sig"
"EBF4",-0.134075829873519,7.155706365698,-2.61760121131677,0.00966415078961709,0.0147710630412641,-3.92097155443059,"Not Sig"
"WNT9B",0.0672249046848297,6.81023798721153,2.61746812801391,0.00966776913276539,0.014775016782821,-3.92130661570842,"Not Sig"
"ANKRD18DP",0.0920132126734288,6.79762687069348,2.61735408535595,0.00967087075761342,0.0147781800769548,-3.92159372623418,"Not Sig"
"CYP7B1",-0.100576575955112,7.04497822735305,-2.61646150228574,0.00969517732213392,0.014813742776288,-3.92384046970715,"Not Sig"
"KRT7",-0.35922022143995,7.34801696350852,-2.6162757544747,0.00970024245405835,0.0148199010847443,-3.92430793148751,"Not Sig"
"GLRB",0.208272590027043,6.90382134012828,2.61579299532177,0.00971341788009834,0.0148384475572364,-3.92552272315047,"Not Sig"
"WLS",-0.407678767414838,8.62891448915452,-2.61571368791573,0.00971558387020413,0.01484017359208,-3.92572226870028,"Not Sig"
"CHMP4B",0.156303089399733,9.1048170851378,2.61567059639365,0.00971676093875014,0.014840388880968,-3.92583068904269,"Not Sig"
"EMC1",-0.186679725167615,8.65288007673217,-2.61395724778684,0.00976366604012389,0.0149104370074309,-3.93014022302315,"Not Sig"
"RARB",-0.127500188735583,6.78566826904539,-2.61376214220258,0.0097690201957468,0.0149170230558296,-3.930630801197,"Not Sig"
"AKR7A2",0.18946525407868,11.3679889307858,2.6136403564144,0.00977236362204674,0.0149205376994537,-3.93093700520852,"Not Sig"
"HDGFRP3",0.152117088366428,6.91608247037984,2.61337616920073,0.00977961997978635,0.0149300252579919,-3.93160120159936,"Not Sig"
"NSRP1",0.102462427782202,7.66201711279921,2.61316474669062,0.00978543055342576,0.0149373038278501,-3.93213269702128,"Not Sig"
"VCX3A",0.457380213339714,7.35651341498395,2.61283443044638,0.00979451492454852,0.0149495777135879,-3.9329630003022,"Not Sig"
"RBSN",0.147866572833513,9.69798240903446,2.61184589374105,0.0098217470223016,0.01498954529573,-3.93544726927493,"Not Sig"
"GAGE12D",0.348442244708242,6.79306021861643,2.61151422442767,0.00983089905055103,0.0150019142447307,-3.93628058575037,"Not Sig"
"TAS2R4",-0.0657859925036126,6.83799643546598,-2.60900976317282,0.00990025463325854,0.0151061411646066,-3.94256987569942,"Not Sig"
"MCCC1",-0.182508358712784,10.0850626644166,-2.60884386743515,0.00990486424751431,0.0151115648292658,-3.94298628242754,"Not Sig"
"RAC2",-0.370792910319473,9.41636802432951,-2.60528565388823,0.0100041990864747,0.0152605153595103,-3.95191170323039,"Not Sig"
"MKRN1",0.154365235127116,10.9877529740618,2.60527047755712,0.0100046246754033,0.0152605153595103,-3.9519497474803,"Not Sig"
"SLC29A4",0.525336252091385,8.42292241068424,2.60463661014516,0.0100224147179699,0.0152860234272689,-3.95353855315172,"Not Sig"
"FOXP3",-0.0963199927327105,7.00618612662102,-2.60368171558175,0.0100492683377237,0.0153253482113731,-3.95593134906746,"Not Sig"
"STYX",-0.223003043108861,10.840366781159,-2.60362529400068,0.0100508570508335,0.0153261392035653,-3.95607270620238,"Not Sig"
"POLDIP2",0.142275517235033,8.77647611797784,2.60354215063015,0.0100531986046764,0.015328077881071,-3.95628100625352,"Not Sig"
"EPHB2",0.175287335556387,7.16426357445135,2.60213915955636,0.0100927848140193,0.0153867969016709,-3.95979501111754,"Not Sig"
"NCLN",-0.164307490163987,9.6222390546188,-2.60154498924944,0.0101095918476513,0.0154107794842389,-3.96128267470876,"Not Sig"
"ZBTB6",-0.0716181698141378,7.21519564140142,-2.60135017763775,0.0101151078689733,0.0154169895387363,-3.96177036926293,"Not Sig"
"PROX1",-0.277545354456928,10.7539229185254,-2.60132508862951,0.0101158184517939,0.0154169895387363,-3.96183317504596,"Not Sig"
"KCTD20",0.182590693012278,9.53640249111947,2.60047909503939,0.0101398053513648,0.0154519025478879,-3.96395063962839,"Not Sig"
"KIAA0586",0.101847729519891,7.67518927256638,2.60004898304142,0.0101520201242211,0.0154688706637467,-3.96502693724684,"Not Sig"
"WDFY4",-0.0689991096468283,6.85641205156988,-2.59904816586816,0.010180493559688,0.0155106062392737,-3.96753071257035,"Not Sig"
"PANX2",0.420071725949725,8.67848134784518,2.59810357199191,0.0102074332127232,0.0155497839355383,-3.96989301682578,"Not Sig"
"ST13",-0.178872420869975,11.5191329446661,-2.59807043575147,0.0102083794139403,0.0155497839355383,-3.96997587179845,"Not Sig"
"NOXA1",-0.174389846964464,7.99981893760041,-2.59774533806901,0.01021766671653,0.0155622756678923,-3.97078870531476,"Not Sig"
"CLCN7",0.193816772922277,11.3388855191611,2.59606063237524,0.0102659166027894,0.0156341013824298,-3.97499942950803,"Not Sig"
"WAPL",0.162843411970044,8.0769270681331,2.59530198294046,0.010287711026213,0.0156656267306453,-3.97689476192675,"Not Sig"
"CHSY3",-0.182002018821847,7.39665549340174,-2.59470888766362,0.0103047783515487,0.0156899479461286,-3.97837613480439,"Not Sig"
"PHF8",-0.0917899251503114,7.10235353204834,-2.59442250883019,0.0103130284885259,0.0157008404593067,-3.97909131082342,"Not Sig"
"ISPD",0.138943267877185,7.17192786011185,2.59373772037092,0.0103327802514136,0.015729239190243,-3.980801142939,"Not Sig"
"ADCK5",0.167980259144526,7.81158989135191,2.59334441834774,0.0103441398472808,0.0157448581331141,-3.9817829812019,"Not Sig"
"WDR83",0.10814014486984,7.61087586839382,2.59294556830657,0.0103556711348587,0.0157607350615854,-3.9827785292372,"Not Sig"
"SIM2",-0.105143214415678,7.13076912793318,-2.592163529559,0.0103783144264107,0.0157935186495411,-3.98473012382711,"Not Sig"
"WDR6",-0.235242570048875,10.4103177469453,-2.59181706600392,0.0103883601962264,0.0158071266429991,-3.98559455749367,"Not Sig"
"EPOR",-0.191525049916066,7.38378100904767,-2.59177297468184,0.010389639257614,0.0158073935719997,-3.98570455859839,"Not Sig"
"TFAMP1",0.090059494600581,7.3169245826446,2.59141280262807,0.010400092917176,0.0158216177220087,-3.98660306812267,"Not Sig"
"POLL",0.0888570216934808,7.02165688271381,2.59132037890735,0.0104027769518873,0.0158226431320348,-3.98683361600026,"Not Sig"
"MED24",0.152842542265608,8.82129635888686,2.59131351329062,0.0104029763579118,0.0158226431320348,-3.98685074174861,"Not Sig"
"CHD6",-0.13912397407622,8.03216145887546,-2.58930219768025,0.0104615412827379,0.0159100292835692,-3.99186600972705,"Not Sig"
"RNF149",-0.213186382161762,10.8661441807525,-2.58876210951274,0.0104773177411545,0.0159323306090409,-3.99321212162449,"Not Sig"
"OR7G3",-0.0891038835379137,6.93987025206335,-2.58674397370911,0.0105364584519421,0.0160205620389773,-3.99823981545355,"Not Sig"
"OLFM2",0.132407042434594,6.98773765487408,2.58633039627693,0.0105486151089267,0.0160373436158748,-3.99926969610012,"Not Sig"
"TAF8",-0.193450831079658,7.60092711230661,-2.58627040516989,0.0105503795269794,0.0160383237067422,-3.99941907190001,"Not Sig"
"TLE3",0.108360799129217,6.82073413982778,2.58600682836456,0.0105581348091364,0.0160484097284582,-4.00007533121637,"Not Sig"
"MAPK1",0.166035838749891,8.05101032632379,2.5851514761308,0.010583337290015,0.0160850106117237,-4.00220458073308,"Not Sig"
"NIPAL2",0.0881675241589566,7.02989583399795,2.58502706881707,0.01058700737623,0.0160888813421477,-4.0025142167824,"Not Sig"
"HSPA4L",0.21351618797337,7.59412096956555,2.5847355779725,0.0105956109944784,0.0161002478542238,-4.00323965139733,"Not Sig"
"EID1",0.127959643471968,7.37850276630602,2.58463611393094,0.0105985482017889,0.0161030026407364,-4.00348717073864,"Not Sig"
"DMXL1",0.116672774872649,7.21358239185611,2.58365434993908,0.0106275792508769,0.0161453985585819,-4.00592984905532,"Not Sig"
"ZBTB38",0.116170999856704,7.22098997935219,2.58342679515386,0.0106343182898147,0.0161539230952398,-4.00649589454204,"Not Sig"
"RPN2",0.219772998703126,10.7696506657571,2.58331524764804,0.0106376231713878,0.0161572297649828,-4.00677335360239,"Not Sig"
"MSANTD3",0.145339569621926,8.18408135461553,2.58271995538405,0.0106552758214577,0.0161823259029519,-4.00825387412926,"Not Sig"
"NEUROD2",-0.0690891163497627,6.8669409103227,-2.5816417597085,0.0106873152932591,0.0162292638830948,-4.01093459674085,"Not Sig"
"FBXL3",0.162274714713535,7.70174048661083,2.58032565110167,0.0107265416694437,0.0162871044557874,-4.01420544262759,"Not Sig"
"MTMR7",0.324775349727793,7.14964978067227,2.58006685503969,0.0107342702167363,0.0162971117568703,-4.01484843179632,"Not Sig"
"LOC101927505",-0.0681558715947599,6.96910501416968,-2.57904706860948,0.0107647732194169,0.0163416901771815,-4.01738155231269,"Not Sig"
"KRTAP7-1",-0.075412736427162,6.89399148324608,-2.57884806473241,0.0107707347161682,0.0163486073522836,-4.01787576445656,"Not Sig"
"MPZL2",-0.318583578663262,10.8120319537112,-2.57881876724297,0.0107716126219019,0.0163486073522836,-4.01794851973893,"Not Sig"
"SPHK1",0.327027881372906,7.32925810369462,2.57822795950611,0.0107893300090378,0.0163737628437645,-4.01941552637448,"Not Sig"
"MPZ",0.0914667395628959,6.97194471628308,2.5779668530187,0.0107971685036387,0.0163839225000125,-4.02006376859082,"Not Sig"
"HACD2",0.257746219961511,11.7955932170305,2.57681103984067,0.0108319277402633,0.0164349259559101,-4.02293254739138,"Not Sig"
"PI15",0.130480103112912,6.8512634622769,2.5744963254377,0.010901840968071,0.0165392509464761,-4.0286741972089,"Not Sig"
"MICALL2",-0.0822247053517318,7.04493505443433,-2.57419451907249,0.0109109864301734,0.0165513724464492,-4.02942247677712,"Not Sig"
"EMP2",-0.0926500262776422,6.84254960801875,-2.57364024563778,0.0109278001742947,0.0165751225136528,-4.0307964961329,"Not Sig"
"ZNF526",0.170195354193658,7.57354102993087,2.57327502949844,0.0109388916064103,0.0165901889536864,-4.03170170143125,"Not Sig"
"DCAF6",0.211245100205216,11.2731397584663,2.5729885086465,0.0109476001662233,0.0165999998858707,-4.03241177370928,"Not Sig"
"ARSF",-0.225618384134078,6.80899888399912,-2.57298593284598,0.010947678483693,0.0165999998858707,-4.03241815687343,"Not Sig"
"PCMT1",-0.178701118701877,11.3041629312255,-2.57291368429394,0.0109498754127277,0.0166009953233063,-4.03259719564979,"Not Sig"
"LMAN2",0.142427829524815,8.62387950237154,2.57288811349526,0.0109506530625286,0.0166009953233063,-4.03266056140572,"Not Sig"
"ITIH2",-0.292689178573779,13.6434904009191,-2.57261977263328,0.0109588167337188,0.016611613088904,-4.03332548879537,"Not Sig"
"YAP1",0.226640366079012,9.00952670161606,2.5724422971649,0.0109642190256951,0.0166180432915376,-4.03376522374289,"Not Sig"
"CHP2",0.192340571914824,6.86813193668347,2.57178542610861,0.0109842347322785,0.016646618777952,-4.03539252407079,"Not Sig"
"IL17RB",0.413866067123321,10.5299720227811,2.57118042903002,0.0110026987452625,0.0166728368735077,-4.03689097469141,"Not Sig"
"CA13",-0.128928900500702,7.33463082545781,-2.57110123810978,0.0110051176452142,0.0166737473049288,-4.03708708985248,"Not Sig"
"HIST1H4B",0.0898008422024201,6.84040973635418,2.57108453835497,0.0110056278028902,0.0166737473049288,-4.03712844583966,"Not Sig"
"FBXO17",-0.243165284116627,8.37631624279713,-2.57104375190744,0.0110068738695434,0.0166738714366441,-4.03722945009989,"Not Sig"
"MAL",-0.144465173461199,7.02797886741501,-2.57082699885919,0.0110134980136049,0.0166821417141352,-4.03776619623989,"Not Sig"
"C16orf62",0.0982111135009491,6.91668794125128,2.57054383452056,0.011022157122875,0.0166934922777771,-4.03846733384744,"Not Sig"
"SLC13A3",0.283612086603292,7.37922010386749,2.56940700107417,0.011056982730986,0.0167444664470198,-4.0412815063214,"Not Sig"
"NUP62CL",0.201031705773151,7.28775443093001,2.56810517262701,0.0110969838903956,0.0168032667578112,-4.04450270266635,"Not Sig"
"KIAA0391",0.155679877014684,9.21759309829362,2.5678450296676,0.0111049928099106,0.0168136164922145,-4.04514620998857,"Not Sig"
"LRRC8E",-0.148072025673294,7.47185754110228,-2.56742761961458,0.0111178542752537,0.0168313103038219,-4.04617861802269,"Not Sig"
"SNORD83B",-0.27792291545987,7.82174310837856,-2.56709969179108,0.0111279679276895,0.0168448409034345,-4.04698959492674,"Not Sig"
"SPOCK1",0.349108492023851,7.2113359997624,2.56638534274516,0.0111500277816825,0.0168764501655964,-4.04875587355128,"Not Sig"
"CACNG6",0.125067161537472,6.84190834834504,2.56622675331332,0.0111549305038242,0.0168820868138497,-4.04914793553683,"Not Sig"
"PARN",-0.142780475099357,8.62591571174109,-2.56617664068752,0.0111564801151115,0.0168826481446109,-4.04927181842777,"Not Sig"
"CD248",0.225319489640613,7.7972234274084,2.5661225251367,0.0111581537237743,0.0168833969771413,-4.0494055943965,"Not Sig"
"HDAC7",0.0937005077118389,6.92807737754679,2.56558651542909,0.0111747428230394,0.0169067118891299,-4.05073049264304,"Not Sig"
"TNFSF12",-0.171718567228423,7.98283685425168,-2.56461123320859,0.0112049837779945,0.0169506741288779,-4.05314051991546,"Not Sig"
"FAM114A2",-0.158528646093322,7.60838299826737,-2.56442252625003,0.0112108435479168,0.0169577476118716,-4.05360673732409,"Not Sig"
"LOC101929633",-0.0820640870660867,7.06375942653635,-2.562959375531,0.0112563708857342,0.0170248152266495,-4.05722050592056,"Not Sig"
"SWI5",0.199937870499873,9.7058350337282,2.56205755132909,0.0112845144563284,0.0170655791952266,-4.05944693038014,"Not Sig"
"CTSK",0.261394685676327,7.74606178806111,2.56172536291201,0.0112948970628743,0.01707947747377,-4.06026685493251,"Not Sig"
"LUC7L",-0.210117204829492,7.72468002712045,-2.5616392439932,0.0112975901211236,0.0170817463638608,-4.06047940203986,"Not Sig"
"PDHA1",0.148776282465198,10.5747552264837,2.56148242353852,0.0113024955921415,0.0170873595488962,-4.06086642818279,"Not Sig"
"SLF2",0.226993285292034,8.91220681857427,2.56095823658592,0.0113189064368444,0.0171103637883822,-4.06215994008788,"Not Sig"
"HADHB",0.188740774175768,9.86567391423465,2.56089281984088,0.0113209559517424,0.0171116559832004,-4.06232134878853,"Not Sig"
"TAPBPL",-0.17115186624801,8.37383816014922,-2.56043517425904,0.0113353033460123,0.0171315342223207,-4.06345043286238,"Not Sig"
"TUBA3FP",-0.144393444502555,14.647221319744,-2.56008152162342,0.0113464016690154,0.0171464983229908,-4.0643228221008,"Not Sig"
"GLIPR1",0.278710354072353,7.47396285460417,2.55897512011166,0.0113811856344778,0.0171972488493117,-4.06705137049192,"Not Sig"
"PGM1",-0.296550663738552,11.8995719395412,-2.5577272498843,0.0114205317950253,0.0172548815295514,-4.07012749292728,"Not Sig"
"PCGF6",0.155092767887606,7.78875329752809,2.55751418333514,0.0114272620848048,0.0172632290729521,-4.07065258419864,"Not Sig"
"RNASE1",0.351122642688933,8.76359154063216,2.55697201817956,0.0114444038760981,0.0172873019107101,-4.07198853922027,"Not Sig"
"DDB1",-0.151967062754659,7.32719262221192,-2.5556619000616,0.0114859213498441,0.0173481863855127,-4.0752157343256,"Not Sig"
"CLIP2",0.163996288517614,7.30624711173349,2.55531202130582,0.0114970317568962,0.0173631364249288,-4.07607732686331,"Not Sig"
"ZFP14",0.119458338287785,7.06922349026506,2.55428492475179,0.0115297028405241,0.0174106414111573,-4.07860596922876,"Not Sig"
"RBM39",-0.170000241186385,9.80287009457955,-2.55398927961235,0.0115391224606794,0.0174230287797081,-4.07933365334467,"Not Sig"
"TBC1D4",-0.183399043213201,7.89502136981921,-2.55328867176782,0.0115614722110071,0.0174549348032313,-4.08105777857318,"Not Sig"
"GTF3C4",-0.0853224762969242,7.15086860027895,-2.55285998102869,0.0115751667708401,0.0174737683029872,-4.08211252749252,"Not Sig"
"DTD2",0.0844526711756446,7.04774516092492,2.55282163695588,0.0115763923825907,0.0174737768042835,-4.08220686110964,"Not Sig"
"ELOVL3",-0.067661133093325,6.98135953787552,-2.55171876758047,0.0116116937405239,0.0175252149046916,-4.08491956587145,"Not Sig"
"BLOC1S4",0.160788583888433,8.96204995433264,2.55160009509893,0.01161549802307,0.0175291094915638,-4.08521139748561,"Not Sig"
"FAM217B",0.229268547460889,7.64686399066448,2.55120669076173,0.0116281173633699,0.017546304782506,-4.08617874194083,"Not Sig"
"ST6GALNAC3",-0.130439670186103,7.25941934337958,-2.55091604344897,0.0116374484194803,0.0175585351008339,-4.0868933278692,"Not Sig"
"GATS",0.200797697583933,8.0470056624587,2.54905070524616,0.0116974936839072,0.0176472721755427,-4.09147765853808,"Not Sig"
"CUL1",-0.124909976412393,9.59790560883388,-2.54888918871617,0.0117027059253333,0.0176532761420273,-4.09187446216029,"Not Sig"
